URL,Preparation,Utils
https://tasty.co/recipe/slow-cooker-pulled-chicken,"1) Place the chicken breasts in the bottom of the slow cooker. 2) Cover the chicken with ketchup, apple cider vinegar, brown sugar, salt, pepper, paprika, cayenne, garlic powder, and Worcestershire sauce. Mix well. 3) Cover, and cook on high for 3 hours or on low for 6 hours. 4) In a large bowl, whisk(0) together mayonnaise, apple cider vinegar, sugar, salt, and pepper. 5) Add both kinds of cabbage and carrots to the bowl and gently toss with the dressing. 6) Shred the chicken breasts with 2 forks in the slow cooker. 7) Serve on a burger bun with slaw. 8) Also great for BBQ Pulled Chicken Pizza, BBQ Pulled Chicken Nachos, and BBQ Pulled Chicken Mac’ n’ cheese. 9) Enjoy! ",['whisk']
https://tasty.co/recipe/hasselback-butternut-squash,"1) Preheat the oven to 425˚F( 220˚C). Place a rack in the upper third of the oven. 2) Using a vegetable peeler, peel(0) the skin and the white flesh directly beneath the skin from the butternut squash until the deep orange flesh is exposed. Leave the stem intact if possible. Cut(1) the squash in half lengthwise. Remove(2) the seeds and pulp. 3) Place the squash cut- side down on a rimmed baking sheet and pour in the water. Bake the squash for 20 minutes, until the flesh is softened but not fully cooked. This par- cooking will making the cutting much easier. 4) Cool the squash until it can be safely handled with your bare hands. Place one squash half cut- side down on a cutting board. Using a sharp knife, carefully cut very thin slits, about ⅛-inch( 3 MM) wide, about ¾ of the way through the squash, being careful not to cut all the way through. Repeat with the second half. 5) Grease the baking sheet with olive oil and return the squash to the pan, cut- side down. Brush(3) more olive oil all over the squash. Season with salt and pepper. 6) Bake for another 35 minutes, until the squash is fork tender and golden brown on top. 7) While the squash finishes baking, make the sauce. In a small saucepan over medium heat, warm 2 tablespoons of olive oil. Add the shallots, season with salt, and cook for 10 - 12 minutes, stirring(4), until they begin to caramelize. 8) Add the mustard, maple syrup, and apple cider vinegar and whisk(5) to combine. Simmer for 3 minutes, until the sauce is slightly reduced and thickened. Season with salt and pepper to taste. Remove from the heat. 9) Drizzle the warm sauce over the butternut squash, making sure to get the sauce in between the slits as best you can. Top with the hazelnuts, pomegranate seeds, and chives. Serve warm. 10) Enjoy! ","['peeler', 'knife', 'scoop', 'brush', 'wooden spoon', 'whisk']"
https://tasty.co/recipe/chipotle-chili-and-cornbread-dumplings,"1) In a large bowl, mix the flour, cornmeal, baking powder, and salt. Mix and make a little well in the center. 2) Add the milk, eggs, honey into the well, beat(0) the eggs and liquid first, and then combine with the rest of the dry ingredients. Set aside until chili is almost finished. 3) In a large pot at medium high heat, add the beef, season with salt, pepper, cumin, chili powder, smoked paprika, cayenne, and cook until it is a deep brown color. 4) Add the onion, red bell peppers garlic, and chopped(1) chipotles, and a pinch of salt. Cook until caramelized and soft, about 10 minutes. 5) Add the tomato paste and cook until the tomato paste gets dark and starts sticking to the bottom slightly. 6) Add in the canned diced tomatoes, beef broth, black beans, kidney beans, and apple cider vinegar( optional). Stir(2) until all is well incorporated. Bring to a boil, reduce heat to low to a simmer, 7) Scoop(3) and shape the cornbread batter into golf ball sized dumplings and place in the simmering chili. 8) Put a lid on the Chili and steam / simmer the dumplings 20 minutes or until the dumplings are cooked through. 9) Serve with cheddar cheese, sour cream, and sliced scallions. 10) Enjoy! ","['whisk', 'knife', 'wooden spoon', 'scoop']"
https://tasty.co/recipe/swedish-sticky-chocolate-cake-kladdkaka,"1) Preheat the oven to 350 ° F( 180 ° C). 2) In a medium bowl, whisk(0) the sugar and eggs until the mixture is pale yellow in color. 3) Sift(1) in the flour, cocoa powder, and salt. 4) Fold until incorporated. 5) Mix in the butter and vanilla. 6) Grease a pan with butter and sprinkle cocoa powder to coat. 7) Pour in batter and smooth out. Batter will be very thick. 8) Bake for 20 minutes or until the top has hardened. The center should still be soft. 9) Sprinkle with powdered sugar. 10) Add berries( optional). 11) Enjoy! ","['whisk', 'metal sieve']"
https://tasty.co/recipe/roasted-vegetables-by-ayesha-curry,"1) Preheat oven to 450 ° F( 230˚C). 2) In a large bowl, add the Brussels sprouts, onion, olive oil, salt, and pepper, and mix to combine. 3) Transfer to a parchment paper- lined baking sheet and add pears. 4) Bake for 15 minutes. Stir(0) once, then back for an additional 10 - 15 minutes, until the Brussels sprouts are golden brown and have started to crisp and the pears have caramelized. 5) Squeeze the lemon over the Brussels sprouts and drizzle with the honey. 6) Add the dried cranberries and stir to combine. 7) Bake for an additional 25 - 35 minutes. 8) Enjoy! ",['wooden spoon']
https://tasty.co/recipe/sofritas-burrito-bowl,"1) In a large saucepan, heat the olive oil over medium heat. Once the oil begins to shimmer, add the onion and cook until semi - translucent, 3 - 4 minutes. 2) Use your hands to crumble the tofu into the pan, then use a spatula to continue to break apart while cooking for 3 - 4 minutes, until slightly browned. 3) Add the soy sauce, chili powder, garlic powder, cumin, paprika, and cayenne. Continue to cook and break the tofu apart until browned and crumbly. 4) To assemble, spread brown rice on the bottom of a bowl, then layer on lettuce, black beans, corn, tofu sofritas, pico de gallo, guacamole, and onions. 5) Serve topped with cilantro. 6) Enjoy! ",[]
https://tasty.co/recipe/nut-free-macarons,"1) In a bowl, beat(0) egg whites until frothy. 2) Gradually add the granulated sugar until stiff peaks form. 3) In a separate bowl, whisk the flour and powdered sugar together. Then, sift(1) the flour and powdered sugar mixture into the egg white mixture. 4) Add the vanilla extract, and gel food coloring if you want the macarons to be colored. 5) Gently fold all the ingredients together. 6) Transfer the batter into a piping bag with a rounded tip. 7) Pipe the macarons onto a baking sheet with parchment paper. Gently tap the baking sheet on a flat surface a few times to release air bubbles. 8) Let the macarons sit at room temperature for about 45 minutes. 9) Preheat the oven to 280 ° F. 10) Bake the macarons for 17 - 20 minutes. 11) Allow the macarons to cool for 10 minutes, then transfer the macarons on to a cooling rack. 12) Add a dollop of buttercream or any frosting of your choice to one of the macaron shells, then top it with another macaron shell to create a sandwich. Repeat with the remaining shells and frosting. 13) For best results, allow the macarons to“ bloom” for about 24 hours. 14) Enjoy! ","['whisk', 'metal sieve']"
https://tasty.co/recipe/grain-free-chocolate-chip-cookie-bars,"1) Preheat oven to 375 ° F( 190 ° C), and generously spray a 9 x 13 inch( 22 x 33 cm) rectangular cake pan. 2) Combine everything but the chocolate chips until well- incorporated( I usually just whisk(0), wet ingredients first, and then dry). 3) Stir(1) in the chocolate chips. 4) Spread batter evenly into pan. 5) Bake for 20 - 25 minutes, or until a toothpick comes out barely clean. These might brown a lot on edges, but that ’s okay. 6) Cool completely before cutting(2)! 7) Enjoy! ","['whisk', 'wooden spoon', 'knife']"
https://tasty.co/recipe/caribbean-rice,"1) In a large pan, cook the pork, chorizo, and orange juice. Remove from the pan, leaving the grease behind. 2) Take the remaining grease and mix it with garlic, cilantro, onion, and pepper and have it cook for 5 minutes at medium heat. 3) Add the pork and chorizo to the mixture, then add the rice and beans. 4) Add the salt and pepper to the mix and the water from the beans. Let it cook for 15 minutes until the rice is cooked, adding water if needed. 5) Add the can of coconut milk and stir(0) everything for 5 more minutes. 6) Serve and eat up!!! ",['wooden spoon']
https://tasty.co/recipe/sweet-and-sour-eggplant,"1) Cut(0) the eggplant into medium sized pieces. 2) In a frying pan, put some oil and lightly fry the eggplant pieces. Remove them from the pan. 3) Using the same fry pan, add some oil. Then, add the cumin seeds and chopped garlic. Fry for 15 seconds, then add the onion and red pepper flakes. Fry for 3 minutes. Add the eggplants and stir(1) it. Add the ketchup and mix it well. 4) Add the vinegar and mix it. Cover the pan and keep on low heat for 8 minutes. Take off the lid, then add the salt and a little bit of water( if necessary). Cook for 4 minutes without the lid. 5) Sprinkle the coriander over and turn off the heat. 6) Serve with plain rice or biriyani. ","['knife', 'wooden spoon']"
https://tasty.co/recipe/grandma-decanini-s-zuppa-pavese,"1) In a small pot put 1 quart chicken broth and 2 tbsp dried parsley. Bring to a low boil, then turn down to a simmer. 2) In a frying pan add a knob of butter and grill both sides of bread until nice and crunchy. Slice(0) in half and arrange in oven- safe bowl. 3) Crack 1 or 2 eggs over the bread so as not to break yolks. Add salt and pepper and a dash of parsley. 4) Slowly ladle(1) or pour simmering broth over eggs and bread, do not break yolk! 5) Add Parmesan cheese and bake at 350 ° F( 180 ° C) for 20 - 25 minutes for soft- boiled eggs, longer if you want the yolk harder. Add more broth and cheese fresh out of the oven. ","['knife', 'ladle']"
https://tasty.co/recipe/apple-pie-french-toast,"1) Whisk(0) together eggs, milk, cinnamon, salt, vanilla, and brown sugar. 2) Add ¾ of the grated(1) apple to the egg mixture and fold it in. 3) Coat bread slices with the egg and apple mixture. Pan fry in butter on medium flame for about 1 minute on each side( or until nicely toasted). 4) Serve with the remaining grated apple, crushed nuts and a drizzle of maple syrup. 5) Enjoy! ","['whisk', 'grater']"
https://tasty.co/recipe/quick-and-easy-leftover-rotisserie-chicken-alfredo,"1) Boil egg noodles and cook according to package directions. Drain. Set aside. 2) In a 2 quart saucepan over medium heat, combine leftover chicken, Alfredo sauce, milk, butter, salt, garlic powder, poultry seasoning, oregano, and parsley flakes. Stir(0) often for about 10 minutes, or until sauce is thick, creamy, and hot. 3) Serve the chicken alfredo over egg noodles. 4) Garnish with chopped(1) parsley flakes. ","['wooden spoon', 'knife']"
https://tasty.co/recipe/super-easy-roasted-spicy-cauliflower,"1) Preheat oven to 375 ° F( 190 ° C). 2) Toss florets in hot / chili sauce. Add other ingredients. Mix. 3) Bake for 20 - 25 minutes, or until the cauliflower turns brown and crispy. Keep checking along the way. Be careful not to burn it. 4) Enjoy! ",[]
https://tasty.co/recipe/kams-chocolate-pie,"1) Pre - bake the 8 inch( 20 cm) pie crust at 400 ° F( 200 ° C) for 10–12 minutes, or until golden brown. Let cool completely. 2) In a double boiler over medium heat, whisk(0) together the sugar, salt, cornstarch, cocoa powder, and egg yolks until blended(1) and crumbly. Slowly whisk in the can of evaporated milk and vanilla extract until smooth and creamy. Finally put in butter and continue to whisk frequently until filling is thick like pudding. 3) Once thick, pour into your already baked pie crust and let sit for several hours or for best results the next day. 4) Enjoy! ","['whisk', 'blender']"
https://tasty.co/recipe/baked-chicken-tikka,1) Combine all ingredients in a bowl except chicken. 2) Make long slits on chicken with a knife. 3) Put the chicken in the marinade overnight. 4) Bake at 450 ° F( 230 ° C) for 50 minutes.. 5) Enjoy! ,[]
https://tasty.co/recipe/bruschetta-chicken,"1) Combine chicken and marinade ingredients and set aside. 2) Combine bruschetta ingredients. 3) Place balsamic vinegar in a small saucepan and bring to a boil over high heat. Reduce heat to simmer for 8 - 10 minutes, until mixture has thickened and formed a glaze( be careful not to over - reduce). 4) Cook chicken in a large skillet over high heat about 5 - 6 minutes per side. Once cooked, top with bruschetta, a drizzle of balsamic glaze, and a sprinkle of Parmesan cheese. 5) Enjoy! ",[]
https://tasty.co/recipe/sweet-lemon-mousse-with-granola-crumble,"1) Make the mousse: In a sauce pan, add sweet lemon juice and sugar and let the mixture come to a simmer. 2) Add the lemon juice and lemon zest to the pan and let the mixture come to a 3) boil. 4) In a separate bowl, mix the cornstarch and water. 5) Once the sweet lemon mixture comes to a boil, add the cornstarch water to it and 6) mix continuously. Let the mixture thicken until it coats the back of a spoon. Take it off the heat. 7) In a medium- sized bowl, add whipping cream and extract of half a vanilla bean pod. Using a hand mixer or a whisk, whip(0) the cream to stiff peaks. 8) Once the sweet lemon mixture is completely cool to touch, add it to the whipped cream in thirds and fold it gently. 9) Until you are ready to serve, store it in the refrigerator. 10) Make the crumble: In a bowl, add the dried fruits and oats and mix them thoroughly. 11) Add the cubed chilled butter to the mixture and rub it into the mixture with hands.( The heat of the hands slightly melts the butter, making it easier to mix) 12) Add the honey and mix it well. 13) Add the wheat flour and mix it until it coats all the dried fruits and oats mixture. 14) In a baking tray, spread out the mixture and bake it until it turns golden brown. Alternatively, you could also add the mixture to a large pan and mix it continuously to form the crumble on a stove top. 15) Let the mixture completely cool down before serving. 16) To serve, add 1 tsp crumble into the sweet lemon cups and fill in fully with the mousse. 17) Garnish it with fresh leaves and cubes sweet lemon. ",['whisk']
https://tasty.co/recipe/vegan-crumble-muffins,"1) Preheat your oven to 375 ° F( 190 ° C) and line a muffin tin with paper liners or grease and flour. 2) In a bowl whisk(0) oil, buttermilk, and both of the sugar until they are dissolved. 3) Mix in the eggs and the vanilla extract until they are well incorporated. 4) Separately, stir(1) together flour, baking powder, cinnamon, and salt. 5) Mix the dry ingredients to the wet ones gradually until just combined, do n’t over mix. 6) Fold in the apples or the fruit of your choice. 7) Divide the batter in the muffin tin, use a ice cream scoop or a ¼ cup measurement. 8) For the crumble, mix the melted butter with the sugars, then add the flour, oats, and cinnamon. Mix it with a spoon or a fork if you want until crumble pieces form. 9) Top the muffins with the crumble mixture evenly. 10) Bake the muffins for 25 minutes or until a toothpick comes clean after inserted in the center of your muffins. 11) Allow muffins to cool before eating. ","['whisk', 'wooden spoon']"
https://tasty.co/recipe/paneer-butter-masala,"1) Heat a pan and add the vegetable oil. Add the cinnamon stick, green chili, ginger, garlic, and onions then cook it until onions are little translucent on medium flame. 2) Then add in your tomatoes and cook it for 3 - 5 minutes, or until tomatoes are tender, then turn the flame off and put a lid on it for 5 minutes. 3) Put the tomatoes and onion mixture in a blender and blitz the mixture with 1 tablespoon water into a smooth paste. 4) Strain(0) the tomato purée and set it aside, then add in your soaked cashews in same blender with 5 tablespoons of water and blend(1) it into a creamy cashew paste. 5) Heat the same pan with a knob of butter, melt It, and add in your Kashmiri chili powder( stir(2) it) and cook it for 10 seconds. Add in your tomato onion purée in it and mix properly and bring it to a boil. 6) Add your coriander powder in it, mix it, and cover the pot and cook it for 3 minutes on medium flame. 7) Then add in your cashews paste with ¼ cup of water mix it properly and cook it for 3 minutes. 8) Stir in your cream and garam masala. Then add in your paneer cubes mix it and cook the curry for 5 minutes on low flame. 9) Add in your fenugreek leaves and mix it. Season with salt to taste. 10) Lastly garnish the dish with little cream on top with coriander leaves and serve it with flatbreads or rice. 11) Enjoy! ","['plastic sieve', 'blender', 'wooden spoon']"
https://tasty.co/recipe/anacortes-carrot-ginger-soup,"1) Peel(0) and dice(1) the carrots, sweet potatoes and ginger. Dice onion and seed and dice the pasilla pepper. Mince garlic. 2) Heat olive oil in soup pot over medium heat. Add onions, garlic, ginger and pasilla pepper. Sauté until translucent and fragrant, 3 - 5 minutes. 3) Add carrots and sweet potatoes and cover in vegetable stock. Add paprika and red pepper flakes to desired heat. Bring to a boil, cover, and lower heat to a simmer. Cook covered for 35 - 40 minutes. 4) Using an immersion blender, blend(2) soup until smooth. Season with salt and pepper to taste. 5) Garnish with pepitas and serve(3). 6) Enjoy! ","['peeler', 'knife', 'blender', 'ladle']"
https://tasty.co/recipe/sea-salt-and-caramel-cream-based-frappe,1) Blend(0) it all up until smooth! 2) Top with any topping that you ’d like!! 3) Enjoy! ,['blender']
https://tasty.co/recipe/vegan-snickerdoodle-cupcakes,"1) Preheat oven to 375 ° F( 190 ° C). Line a cupcake pan with 12 liners. 2) In a large bowl combine all the dry ingredients. Whisk(0) together until well combined. 3) In a medium bowl combine the wet ingredients. Mix well. 4) Add the wet ingredients to the dry ingredients. Using a spatula mix everything together until just combined. No need to worry about lumps so do n’t over mix! 5) Divide batter evenly between the liners. Bake for 18 - 20 minutes until the center cupcakes are golden and a toothpick comes out clean. 6) Remove cupcakes from pan and refrigerate until completely cool. 7) While cooling, make the frosting! Combine the powdered sugar, vegan butter, vegetable shortening and vanilla extract using a stand or hand mixer. Add in non - dairy milk one tablespoon at a time until you achieve the desired consistency. 8) In a small bowl mix together sugar and cinnamon. 9) Once the cupcakes are cool, frost, and sprinkle the cinnamon sugar on the cupcakes. 10) Enjoy! ",['whisk']
https://tasty.co/recipe/co-keto-puerto-rican-coconut-eggnog,"1) In a double boiler, combine the egg yolks and heavy whipping cream. Stirring(0) constantly, warm over lightly simmering water until the mixture reaches a 160 ° F( 71 ° C). Slowly drip in the coconut oil to emulsify. The mix should be smooth and creamy. It should be able to coat the back of a spoon. 2) Add the mix to a blender with the cream of coconut, unsweetened coconut milk, rum, water, spices( or use 2 tablespoons pumpkin pie spice), and vanilla. Blend(1) until smooth. Taste and sweeten to your liking using your preferred keto- friendly sweetener. Pour into glass bottles and chill. 3) Enjoy! ","['wooden spoon', 'blender']"
https://tasty.co/recipe/fenugreek-grape-pickle,"1) Soak the fenugreek seeds in water for 24 hours. Drain(0), wrap loosely in a cotton cloth, and keep covered in a bowl for another 24 hours. The seeds should have sprouted. 2) Heat the sesame oil in a non - stick pan. When hot, add the mustard seeds. 3) After the mustard seeds splutter, add the asafoetida and sprouted fenugreek. 4) Add half the salt amount, mix, cover, and cook for 5 - 7 minutes on medium heat. 5) Now add the grapes, the remaining salt, and the chile powder. Cover and cook for another 5 minutes. 6) Add the tamarind juice, mix, and keep covered for another 3 minutes. 7) Take off the lid, add the jaggery, and simmer until the oil starts to float on the top( should be about 5 mins). 8) Serve or store for up to 6 months! 9) Note: To enhance the flavor, you can use dry red chiles instead of store- bought chile powder. Use 8 chiles for this quantity of pickle and add it to the oil at the beginning( before you add the mustard seeds). Fry for just about 45 seconds on low heat. Take just the chiles out, leave the oil in the pan and turn off the stove. After the chiles cool down in a few mins, grind them into a powder. Make the pickle in the chile- infused oil you already have in your pan with the chile powder you have just made. 10) Enjoy! ",['plastic sieve']
https://tasty.co/recipe/jennine-s-salsa,1) Add ingredients to blender and pulse to the consistency desired. 2) Enjoy! ,[]
https://tasty.co/recipe/beef-shawarma-fries,"1) Cut(0) the steak into thin slices, about 3 inches in length. Add the spices, tahini and yogurt and mix. Cover and marinate in the fridge for at least 30 minutes. 2) Mix the yogurt, tahini, salt, lemon and water to make the sauce. Set aside. 3) Once it 's time to cook the meat, start frying your potatoes. Cook the steak for 8- minutes with 2 tbsp of oil on medium high. 4) For layering, add your fries, beef, sumac rubbed onions, turnips and then sauce. 5) Serve and enjoy! ",['knife']
https://tasty.co/recipe/choco-chip-cookies,"1) Mix brown and caster sugar. 2) Melt the butter. Ensure it is at room temperature when mixed with the sugars. 3) Add eggs one at a time. Mix well. 4) Add vanilla essence, baking powder and salt. 5) Add the maida in batches. 6) Now add the chocolate chips. 7) Mix all the ingredients well. 8) Preheat the oven for 10 minutes at 300 ° F( 150 ° C). 9) In the meantime, prepare the baking pan by applying butter. 10) Drop small balls of the dough leaving 1½-2 inch gaps between the dough. 11) Bake for 15 - 17 minutes. 12) Once the timer goes off, take out the tray and let the cookies cool on it or else they will get stuck to the tray. ",[]
https://tasty.co/recipe/slow-cooker-chicken-fajita-bowls,"1) In a slow cooker, place half of the bell peppers and onion. 2) Lay on the chicken, and coat both sides with taco seasoning, salt, and pepper. 3) Sprinkle on garlic, half of the lime juice, and diced(0) tomatoes. Cover with remaining peppers, onion, and lime juice. 4) Cover and cook on high for 3 hours. 5) Remove chicken from the slow cooker, shred(1), and return to slow cooker. 6) Cover until heated through. 7) Serve over brown rice with sour cream, guacamole, shredded(2) cheese and cilantro. 8) Enjoy! ","['knife', '2 forks', 'grater']"
